Book_Name,Author,Release_Date,Narrator,Rating,No_of_Ratings,Regular_Price,Language,Book_Audio_Length
The Escape,David Baldacci,"Release Date:
                                    20-11-14",Ron McLarty,5 out of 5 stars,16 ratings,₹323.00,"['Language:', 'English']",Length: 14 hrs and 51 mins
Avenger,Frederick Forsyth,"Release Date:
                                    27-07-10",Eric Conger,4.5 out of 5 stars,11 ratings,₹733.00,"['Language:', 'English']",Length: 10 hrs and 5 mins
Forbidden Desires: The Complete Series,Kendall Ryan,"Release Date:
                                    19-11-18",Megan Tusing,4 out of 5 stars,4 ratings,"₹1,003.00","['Language:', 'English']",Length: 22 hrs and 25 mins
The One Hundred Years of Lenni and Margot,Marianne Cronin,"Release Date:
                                    18-02-21",Sheila Reid,5 out of 5 stars,4 ratings,₹888.00,"['Language:', 'English']",Length: 10 hrs and 54 mins
Rogues,Neil Gaiman - contributor,"Release Date:
                                    17-06-14",Janis Ian,4.5 out of 5 stars,4 ratings,"₹1,382.00","['Language:', 'English']",Length: 31 hrs and 15 mins
Don Quixote,John Ormsby - translator,"Release Date:
                                    01-06-11",Roy McMillan,4.5 out of 5 stars,31 ratings,"₹1,338.00","['Language:', 'English']",Length: 36 hrs and 5 mins
1984 (Hindi Edition),George Orwell,"Release Date:
                                    26-10-21",Abhishek Sharma,4.5 out of 5 stars,21 ratings,₹836.00,"['Language:', 'Hindi']",Length: 13 hrs and 51 mins
The Brothers Karamazov,Fyodor Dostoyevsky,"Release Date:
                                    05-08-21",Luke Thompson,5 out of 5 stars,1 rating,"₹1,093.00","['Language:', 'English']",Length: 43 hrs and 6 mins
The Nonesuch,Georgette Heyer,"Release Date:
                                    01-04-21",James Lailey,5 out of 5 stars,4 ratings,₹888.00,"['Language:', 'English']",Length: 10 hrs and 53 mins
Anita Gets Bail,Arun Shourie,"Release Date:
                                    07-11-18",Zia Ahmed,5 out of 5 stars,12 ratings,₹512.00,"['Language:', 'English']",Length: 10 hrs and 48 mins
Bunny,Mona Awad,"Release Date:
                                    13-06-19",Sophie Amoss,3.5 out of 5 stars,15 ratings,"₹1,328.00","['Language:', 'English']",Length: 11 hrs and 45 mins
Leviathan Falls,James S.A. Corey,"Release Date:
                                    30-11-21",Jefferson Mays,4.5 out of 5 stars,16 ratings,"₹1,289.00","['Language:', 'English']",Length: 19 hrs and 40 mins
Pratigya [Pledge],Munshi Premchand,"Release Date:
                                    26-10-21",Lalit Agarwal,4.5 out of 5 stars,45 ratings,₹668.00,"['Language:', 'Hindi']",Length: 5 hrs and 41 mins
When We Cease to Understand the World,Benjamín Labatut,"Release Date:
                                    10-12-21",Adam Barr,4.5 out of 5 stars,17 ratings,₹535.00,"['Language:', 'English']",Length: 5 hrs and 42 mins
Exhalation,Ted Chiang,"Release Date:
                                    11-07-19",Ted Chiang,4.5 out of 5 stars,51 ratings,₹323.00,"['Language:', 'English']",Length: 11 hrs and 22 mins
A Time for all Things,Ruskin Bond,"Release Date:
                                    18-12-18",Vikrant Chaturvedi,5 out of 5 stars,14 ratings,₹484.00,"['Language:', 'English']",Length: 16 hrs and 33 mins
Transcendence,TurtleMe,"Release Date:
                                    11-08-20",Travis Baldree,5 out of 5 stars,13 ratings,"₹1,340.00","['Language:', 'English']",Length: 15 hrs and 11 mins
Iron Prince,Bryce O'Connor,"Release Date:
                                    23-03-21",Luke Daniels,5 out of 5 stars,6 ratings,"₹2,010.00","['Language:', 'English']",Length: 33 hrs and 55 mins
Legal Eagles,Indu Bhan,"Release Date:
                                    19-08-20",Kiran Multani,4.5 out of 5 stars,14 ratings,₹879.00,"['Language:', 'English']",Length: 7 hrs and 26 mins
Illuminae,Amie Kaufman,"Release Date:
                                    26-07-16",Olivia Taylor Dudley,4.5 out of 5 stars,39 ratings,₹721.00,"['Language:', 'English']",Length: 11 hrs and 40 mins
The Fool Who Thought Too Much,Ishmael Reed,"Release Date:
                                    05-11-20",Adam Lazarre-White,3.5 out of 5 stars,69 ratings,₹501.00,"['Language:', 'English']",Length: 1 hr and 22 mins
The Night Circus,Erin Morgenstern,"Release Date:
                                    19-09-11",Jim Dale,4 out of 5 stars,111 ratings,₹820.00,"['Language:', 'English']",Length: 13 hrs and 39 mins
The Handmaid's Tale,Margaret Atwood,"Release Date:
                                    30-04-19",Elisabeth Moss,4.5 out of 5 stars,239 ratings,₹957.00,"['Language:', 'English']",Length: 11 hrs and 22 mins
Ruckus,L.J. Shen,"Release Date:
                                    18-07-17",Christian Rummel,4 out of 5 stars,18 ratings,₹836.00,"['Language:', 'English']",Length: 10 hrs and 43 mins
The House in the Cerulean Sea,TJ Klune,"Release Date:
                                    08-07-21",Daniel Henning,4.5 out of 5 stars,128 ratings,₹323.00,"['Language:', 'English']",Length: 12 hrs and 11 mins
50 Greatest Short Stories,Terry O'Brien - editor,"Release Date:
                                    01-01-17",Fajer Al-Kaisi,3.5 out of 5 stars,9 ratings,₹251.00,"['Language:', 'English']",Length: 22 hrs and 12 mins
Call Me by Your Name,André Aciman,"Release Date:
                                    03-10-17",Armie Hammer,4.5 out of 5 stars,60 ratings,₹134.00,"['Language:', 'English']",Length: 7 hrs and 48 mins
The Anthropocene Reviewed,John Green,"Release Date:
                                    18-05-21",John Green,4.5 out of 5 stars,152 ratings,₹888.00,"['Language:', 'English']",Length: 10 hrs and 3 mins
Vinaashkaari Pralay,Vineet Bajpai,"Release Date:
                                    14-04-20",Sandeep Bhatt,4 out of 5 stars,21 ratings,₹233.00,"['Language:', 'Hindi']",Length: 9 hrs and 16 mins
Silappathikaram Revisited,Sharada Balasubramanian,"Release Date:
                                    10-04-22",Vinitha Vijayakumar,4 out of 5 stars,53 ratings,₹139.00,"['Language:', 'English']",Length: 3 hrs and 57 mins
"The Short, the Long and the Tall",Jeffrey Archer,"Release Date:
                                    12-11-20",Anton Lesser,5 out of 5 stars,4 ratings,₹323.00,"['Language:', 'English']",Length: 13 hrs and 24 mins
The Hitchhiker's Guide to the Galaxy: The Secondary Phase (Dramatised),Douglas Adams,"Release Date:
                                    14-11-08",Peter Jones,5 out of 5 stars,4 ratings,₹615.00,"['Language:', 'English']",Length: 3 hrs and 50 mins
Heads Will Roll,Kate McKinnon,"Release Date:
                                    02-05-19",Kate McKinnon,4.5 out of 5 stars,86 ratings,,"['Language:', 'English']",Length: 4 hrs and 6 mins
The Practicing Stoic,Ward Farnsworth,"Release Date:
                                    25-12-18",John Lescault,4.5 out of 5 stars,96 ratings,₹820.00,"['Language:', 'English']",Length: 9 hrs and 57 mins
Beware of Chicken: A Xianxia Cultivation Novel,Casualfarmer,"Release Date:
                                    24-05-22",Travis Baldree,5 out of 5 stars,2 ratings,"₹1,675.00","['Language:', 'English']",Length: 12 hrs and 35 mins
The Merchant of Venice,William Shakespeare,"Release Date:
                                    09-05-14",Trevor Peacock,4.5 out of 5 stars,6 ratings,₹468.00,"['Language:', 'English']",Length: 2 hrs and 16 mins
"The Tale of Genji, Volume 1",Murasaki Shikibu,"Release Date:
                                    12-11-19",Brian Nishii,5 out of 5 stars,3 ratings,"₹1,758.00","['Language:', 'English']",Length: 35 hrs and 35 mins
The Angels Weep,Wilbur Smith,"Release Date:
                                    11-12-18",Elliot Chapman,,Not rated yet,₹987.00,"['Language:', 'English']",Length: 20 hrs and 18 mins
Uttarraamcharit,Bhavbhuti,"Release Date:
                                    15-06-22",Arujn Dev,5 out of 5 stars,2 ratings,,"['Language:', 'Hindi']",Length: 4 hrs and 14 mins
The Stranger: International Edition,Albert Camus,"Release Date:
                                    29-10-20",Jonathan Davis,4.5 out of 5 stars,41 ratings,₹586.00,"['Language:', 'English']",Length: 4 hrs and 14 mins
Hitopdesh (Hindi Edition),Narayan Pandit,"Release Date:
                                    15-06-22",Kumud Soney,5 out of 5 stars,1 rating,,"['Language:', 'Hindi']",Length: 3 hrs and 28 mins
Boy Parts,Eliza Clark,"Release Date:
                                    23-07-20",Eliza Clark,4 out of 5 stars,6 ratings,₹569.00,"['Language:', 'English']",Length: 8 hrs and 10 mins
We Have Always Lived in the Castle,Shirley Jackson,"Release Date:
                                    22-03-10",Bernadette Dunne,4 out of 5 stars,21 ratings,₹468.00,"['Language:', 'English']",Length: 5 hrs and 32 mins
Purple Hibiscus,Chimamanda Ngozi Adichie,"Release Date:
                                    25-04-11",Lisette Lecat,4.5 out of 5 stars,30 ratings,₹938.00,"['Language:', 'English']",Length: 10 hrs and 53 mins
The Color Purple,Alice Walker,"Release Date:
                                    25-12-18",Alice Walker,4.5 out of 5 stars,53 ratings,₹668.00,"['Language:', 'English']",Length: 7 hrs and 58 mins
The Promise,Damon Galgut,"Release Date:
                                    17-06-21",Peter Noble,4 out of 5 stars,24 ratings,₹888.00,"['Language:', 'English']",Length: 10 hrs and 12 mins
City of Girls,Elizabeth Gilbert,"Release Date:
                                    04-06-19",Blair Brown,4.5 out of 5 stars,75 ratings,"₹1,328.00","['Language:', 'English']",Length: 15 hrs and 8 mins
Sister of My Heart,Chitra Banerjee Divakaruni,"Release Date:
                                    30-01-12",Julia Whelan,4.5 out of 5 stars,26 ratings,₹938.00,"['Language:', 'English']",Length: 11 hrs and 50 mins
The Dictionary of Lost Words,Pip Williams,"Release Date:
                                    08-04-21",Pippa Bennett-Warner,4.5 out of 5 stars,10 ratings,₹888.00,"['Language:', 'English']",Length: 11 hrs and 11 mins
Wuthering Heights,Emily Brontë,"Release Date:
                                    30-11-17",Joanne Froggatt,4.5 out of 5 stars,23 ratings,₹949.00,"['Language:', 'English']",Length: 12 hrs and 32 mins
The Keeper Chronicles: The Complete Trilogy,JA Andrews,"Release Date:
                                    08-09-20",Tim Gerard Reynolds,4.5 out of 5 stars,15 ratings,"₹2,010.00","['Language:', 'English']",Length: 46 hrs and 32 mins
Middlemarch,George Eliot,"Release Date:
                                    17-03-11",Juliet Stevenson,5 out of 5 stars,13 ratings,"₹1,338.00","['Language:', 'English']",Length: 35 hrs and 38 mins
Find Me,André Aciman,"Release Date:
                                    29-10-19",Michael Stuhlbarg,4 out of 5 stars,22 ratings,₹759.00,"['Language:', 'English']",Length: 8 hrs and 21 mins
The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,"Release Date:
                                    07-04-20",Bahni Turpin,4 out of 5 stars,21 ratings,₹820.00,"['Language:', 'English']",Length: 13 hrs and 49 mins
Calling Sehmat,Harinder Sikka,"Release Date:
                                    25-06-19",Derek Denzil,4.5 out of 5 stars,43 ratings,₹703.00,"['Language:', 'English']",Length: 5 hrs and 32 mins
Gora [Blonde],Ravindranath Tagore,"Release Date:
                                    15-06-22",Nitin Sharma,5 out of 5 stars,5 ratings,,"['Language:', 'Hindi']",Length: 19 hrs and 15 mins
Sherlock Holmes and the Beast of the Stapletons,James Lovegrove,"Release Date:
                                    09-03-21",Dennis Kleinman,4 out of 5 stars,24 ratings,₹820.00,"['Language:', 'English']",Length: 9 hrs and 9 mins
The Illuminated,Anindita Ghose,"Release Date:
                                    27-10-21",Swasti Shree Sharma,4 out of 5 stars,10 ratings,"₹1,519.00","['Language:', 'English']",Length: 10 hrs and 25 mins
The Count of Monte Cristo,Alexandre Dumas,"Release Date:
                                    04-08-11",Bill Homewood,5 out of 5 stars,28 ratings,"₹1,338.00","['Language:', 'English']",Length: 52 hrs and 41 mins
Lokpriya Shayar Aur Unki Shayari - Ghalib [Popular Poets and Their Poetry - Ghalib],Prakash Pandit,"Release Date:
                                    28-04-20",Ali Mohtashim Raza,3 out of 5 stars,2 ratings,,"['Language:', 'Hindi']",Length: 4 hrs and 8 mins
Vayam Raksham (Hindi Edition),Acharya Chatursen,"Release Date:
                                    14-10-21",Neeraj Yadav,5 out of 5 stars,15 ratings,,"['Language:', 'Hindi']",Length: 24 hrs and 27 mins
Never Lie,Freida McFadden,"Release Date:
                                    08-11-22",Leslie Howard,,Not rated yet,"₹1,641.00","['Language:', 'English']",Length: 7 hrs and 22 mins
He Who Fights with Monsters 3,Shirtaloon,"Release Date:
                                    07-09-21",Heath Miller,5 out of 5 stars,10 ratings,"₹2,010.00","['Language:', 'English']",Length: 24 hrs and 39 mins
"South of the Border, West of the Sun",Haruki Murakami,"Release Date:
                                    11-03-21",Eric Loren,4.5 out of 5 stars,18 ratings,₹888.00,"['Language:', 'English']",Length: 6 hrs and 33 mins
The Mirror and the Light,Hilary Mantel,"Release Date:
                                    05-03-20",Ben Miles,5 out of 5 stars,13 ratings,"₹1,095.00","['Language:', 'English']",Length: 38 hrs and 11 mins
It's All in the Planets,Preeti Shenoy,"Release Date:
                                    22-12-17",Jasleen Bhalla,4.5 out of 5 stars,45 ratings,₹237.00,"['Language:', 'English']",Length: 8 hrs and 23 mins
Losing My Virginity & Other Dumb Ideas,Madhuri Banerjee,"Release Date:
                                    14-10-20",Monaz Ranina,4 out of 5 stars,6 ratings,"₹1,005.00","['Language:', 'English']",Length: 7 hrs and 5 mins
The Dispatcher,John Scalzi,"Release Date:
                                    04-10-16",Zachary Quinto,4 out of 5 stars,47 ratings,₹266.00,"['Language:', 'English']",Length: 2 hrs and 18 mins
This Is How You Lose the Time War,Amal El-Mohtar,"Release Date:
                                    16-07-19",Cynthia Farrell,4.5 out of 5 stars,29 ratings,₹645.00,"['Language:', 'English']",Length: 4 hrs and 16 mins
In Five Years,Rebecca Serle,"Release Date:
                                    10-03-20",Megan Hilty,4 out of 5 stars,22 ratings,₹759.00,"['Language:', 'English']",Length: 6 hrs and 44 mins
The Big Four,Agatha Christie,"Release Date:
                                    25-08-06",Hugh Fraser,4.5 out of 5 stars,9 ratings,₹322.00,"['Language:', 'English']",Length: 5 hrs and 33 mins
The Wedding Date Disaster,Avery Flynn,"Release Date:
                                    01-09-20",Kelsey Navarro,3.5 out of 5 stars,12 ratings,₹820.00,"['Language:', 'English']",Length: 8 hrs and 36 mins
The Last Queen,Chitra Banerjee Divakaruni,"Release Date:
                                    18-08-21",Nimisha Sirohi,4.5 out of 5 stars,89 ratings,"₹1,575.00","['Language:', 'English']",Length: 13 hrs and 14 mins
Sindbad Ki Saat Yatraein [The Seven Voyages of Sinbad the Sailor],Richard Burton,"Release Date:
                                    20-05-22",Vipin Singh,4 out of 5 stars,7 ratings,,"['Language:', 'Hindi']",Length: 2 hrs and 8 mins
